image_path,true_label_idx,true_label,pred_label_idx,pred_label,confidence,prob_true
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_123.jpg,6,person,1,elephant,0.9966314435005188,0.000603760068770498
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/giraffe/pic_273.jpg,2,giraffe,4,horse,0.9951292276382446,0.0022630151361227036
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/elephant/pic_174.jpg,1,elephant,0,dog,0.9914599657058716,0.001496709301136434
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_465.jpg,6,person,4,horse,0.9880631566047668,0.006398888770490885
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_254.jpg,0,dog,6,person,0.9869242906570435,0.0005703542847186327
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_009.jpg,6,person,0,dog,0.9858264327049255,0.0014058410888537765
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_054.jpg,4,horse,2,giraffe,0.9857237935066223,0.0024064534809440374
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_152.jpg,3,guitar,6,person,0.985161304473877,0.004830502904951572
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_105.jpg,0,dog,1,elephant,0.9781209826469421,0.0012599965557456017
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/giraffe/pic_252.jpg,2,giraffe,5,house,0.9780839085578918,0.0016829641535878181
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_002.jpg,3,guitar,4,horse,0.977317214012146,0.006445253733545542
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_306.jpg,0,dog,1,elephant,0.9767730236053467,0.004492735955864191
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_001.jpg,6,person,0,dog,0.9712899923324585,0.004669016692787409
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_002.jpg,0,dog,4,horse,0.9700456857681274,0.0037892500404268503
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_089.jpg,3,guitar,5,house,0.9645060300827026,0.0017940998077392578
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_226.jpg,4,horse,1,elephant,0.9612960815429688,0.01725352369248867
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_083.jpg,4,horse,0,dog,0.9548225402832031,0.004737956449389458
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/elephant/pic_142.jpg,1,elephant,0,dog,0.953624963760376,0.028299495577812195
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/elephant/pic_155.jpg,1,elephant,0,dog,0.9531600475311279,0.022023184224963188
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/elephant/pic_180.jpg,1,elephant,5,house,0.9508290886878967,0.010044173337519169
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_312.jpg,6,person,0,dog,0.9498426914215088,0.029395759105682373
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_116.jpg,3,guitar,0,dog,0.949151337146759,0.010751319117844105
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_155.jpg,6,person,0,dog,0.9417266249656677,0.018709056079387665
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_375.jpg,0,dog,1,elephant,0.9393570423126221,0.003826610278338194
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_330.jpg,6,person,0,dog,0.9368271827697754,0.002719811862334609
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/giraffe/pic_286.jpg,2,giraffe,6,person,0.9240033626556396,0.00196107872761786
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_334.jpg,0,dog,3,guitar,0.9164512157440186,0.001742875319905579
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_130.jpg,3,guitar,0,dog,0.9085350036621094,0.06384729593992233
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_016.jpg,0,dog,6,person,0.908015251159668,0.05831966921687126
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_122.jpg,6,person,1,elephant,0.9027432203292847,0.003228224813938141
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_383.jpg,0,dog,4,horse,0.9020218253135681,0.04348491504788399
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_165.jpg,4,horse,6,person,0.8977226614952087,0.03598829731345177
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_132.jpg,0,dog,1,elephant,0.8952172994613647,0.00511340145021677
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_208.jpg,4,horse,1,elephant,0.8942817449569702,0.08343185484409332
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_135.jpg,6,person,5,house,0.8830267786979675,0.025679316371679306
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_178.jpg,0,dog,1,elephant,0.8791388273239136,0.04599793627858162
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_219.jpg,6,person,0,dog,0.8786083459854126,0.013328652828931808
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_265.jpg,6,person,2,giraffe,0.8684267997741699,0.03249936178326607
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/house/pic_219.jpg,5,house,6,person,0.8676249980926514,0.04364458844065666
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_084.jpg,3,guitar,2,giraffe,0.8629768490791321,0.013493712991476059
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_202.jpg,0,dog,4,horse,0.8616689443588257,0.07847343385219574
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/dog/pic_176.jpg,0,dog,3,guitar,0.8535613417625427,0.016256598755717278
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_229.jpg,6,person,4,horse,0.8499197959899902,0.010530359111726284
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_065.jpg,4,horse,0,dog,0.8467382788658142,0.0034277313388884068
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_484.jpg,6,person,0,dog,0.8418411016464233,0.016235532239079475
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_175.jpg,6,person,4,horse,0.8414701223373413,0.01266136672347784
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_034.jpg,6,person,1,elephant,0.8354519009590149,0.017544632777571678
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/horse/pic_008.jpg,4,horse,1,elephant,0.8317737579345703,0.07523918151855469
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/house/pic_129.jpg,5,house,6,person,0.8136557936668396,0.023635368794202805
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/guitar/pic_003.jpg,3,guitar,6,person,0.8068367838859558,0.008103090338408947
/root/miniconda3/lib/python3.10/site-packages/flgo/benchmark/RAW_DATA/PACS/Homework3-PACS-master/PACS/art_painting/person/pic_379.jpg,6,person,0,dog,0.8029869794845581,0.00217780121602118
